epoch,train_loss,train_acc,val_loss,val_acc,modelo,experimento,learning_rate,batch_size,epochs_total,mejor_epoch,mejor_val_accuracy
20,0.9720843501389027,58.608024691358025,1.022718369960785,55.516666666666666,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
21,0.9671091429889203,58.77037037037037,1.0097371406025357,56.388888888888886,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
22,0.9594824612140656,59.15246913580247,1.019481314553155,56.638888888888886,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
23,0.9540126569569111,59.42407407407408,1.0120467212465074,57.45,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
24,0.9503297194838524,59.53024691358025,1.0119950572649639,56.78888888888889,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
25,0.9455056674778461,59.85246913580247,1.063255614704556,55.394444444444446,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
26,0.9414711214601994,59.89567901234568,1.047266377343072,55.83888888888889,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
27,0.9359600231051445,60.17777777777778,1.0069173110855951,56.76111111111111,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
28,0.9266110144555568,60.76913580246914,0.9786437882317437,58.833333333333336,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
29,0.9264314971864224,60.89382716049383,0.9826082057423062,58.32222222222222,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
30,0.9322276182472706,60.45061728395062,1.0361426406436496,56.19444444444444,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
31,0.9208490051329136,61.07037037037037,0.9909040662977431,58.333333333333336,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
32,0.9155777201056481,61.32654320987654,0.970289044910007,58.772222222222226,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
33,0.9125496610999108,61.39567901234568,0.9924595488442315,57.93333333333333,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
34,0.9108832612633705,61.495061728395065,0.9722677535480924,58.87777777777778,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
35,0.9039412893354892,61.73395061728395,0.9888647927178277,57.86666666666667,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
36,0.9003858089447021,62.05,0.9660196105639139,59.11666666666667,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
37,0.8915718384087086,62.3820987654321,0.9834346175193787,59.01111111111111,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
38,0.8936486080288887,62.29938271604938,1.0039973192744784,57.57222222222222,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
39,0.888995286822319,62.34567901234568,0.9991486271222433,58.138888888888886,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
40,0.891115439683199,62.20617283950617,1.0054129560788472,57.233333333333334,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
41,0.884553924947977,62.56975308641975,1.0129608379469976,57.111111111111114,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
42,0.8836246736347675,62.42469135802469,0.9645931654506259,59.144444444444446,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
43,0.8706503719091415,63.254320987654324,0.9983907209502326,57.56666666666667,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
44,0.8822886869311333,62.70432098765432,0.9713855452007718,58.827777777777776,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
45,0.8749706774950028,63.08888888888889,1.0133914483918085,57.861111111111114,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
46,0.8697608701884747,63.33395061728395,0.976698206530677,58.26111111111111,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
47,0.8623991757631302,63.57962962962963,0.9839438531133864,58.97222222222222,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
48,0.8625091254711151,63.51604938271605,0.9732829729715983,59.111111111111114,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
49,0.8647267684340477,63.39938271604938,0.9909214708540175,58.638888888888886,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
50,0.8595031559467315,63.61296296296296,0.998640775680542,58.72222222222222,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
51,0.8570917613804341,63.7962962962963,1.0543673303392198,56.50555555555555,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
52,0.8592007085680962,63.757407407407406,1.0236217512024774,56.955555555555556,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
53,0.8526510462164879,63.99382716049383,0.9781006905767653,59.05555555555556,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
54,0.8445208989083767,64.42098765432098,0.9780885974566141,59.172222222222224,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
55,0.8455214709043503,64.3246913580247,1.032966050836775,57.58888888888889,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
56,0.8489756561815739,64.19753086419753,1.0122818880610995,58.022222222222226,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
57,0.8440057054162026,64.42283950617283,0.9912108050452338,58.9,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
58,0.8493690595030785,64.17345679012345,0.9876717262797885,58.74444444444445,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
59,0.8356133379042149,64.84876543209876,1.0082502431339688,58.42777777777778,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
60,0.8392850957810879,64.73827160493828,1.0296777884165447,56.72222222222222,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
61,0.8408835835754871,64.52962962962962,1.0029196474287245,57.922222222222224,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
62,0.8334034964442253,64.7179012345679,1.008041050699022,57.92777777777778,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
63,0.8307668179273605,64.90246913580246,1.0125820702976651,58.16111111111111,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
64,0.8276038132607937,65.16358024691358,1.0087117883894179,58.56666666666667,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
65,0.8288880862295628,65.14382716049383,1.0527204407585993,57.71111111111111,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
66,0.8277583003044129,65.0246913580247,1.0283077557881672,58.388888888888886,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
67,0.8249250195920468,65.2320987654321,1.0389157732327778,57.67777777777778,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
68,0.8251326233148575,65.34938271604938,1.010421918498145,58.516666666666666,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
69,0.8201802119612693,65.5746913580247,1.0259878502951727,57.85,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
70,0.820149777084589,65.57530864197531,1.022097302807702,58.855555555555554,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
71,0.8219534792006016,65.36666666666666,1.0130245553122625,58.666666666666664,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
72,0.8168721549212933,65.62407407407407,1.090526329146491,57.022222222222226,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
73,0.820199727267027,65.4395061728395,1.0183887812826369,59.08888888888889,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
74,0.8155243255198001,65.52777777777777,1.0349330968326993,58.35,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
75,0.8098433136940002,66.01358024691358,1.0267096757888794,58.58888888888889,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
76,0.8085720628499985,66.07592592592593,1.0313121477762859,58.9,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
77,0.815334253013134,65.72777777777777,1.1517265372806125,56.0,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
78,0.8220257513225079,65.42654320987654,1.044132457839118,58.861111111111114,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
79,0.807865908741951,66.01296296296296,1.02893551852968,58.977777777777774,RedNeuronalAvanzada,exp_2,0.0005,2048,400,54,59.172222222222224
