epoch,train_loss,train_acc,val_loss,val_acc,modelo,experimento,learning_rate,batch_size,epochs_total,mejor_epoch,mejor_val_accuracy
38,0.8996951743960381,62.13148148148148,0.9756684369511075,58.86666666666667,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
39,0.9004796355962753,62.166666666666664,1.0091617107391357,55.96111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
40,0.8959711723029613,62.16481481481482,0.9860932363404168,57.78333333333333,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
41,0.8875477723777294,62.66604938271605,1.0100352631674872,57.772222222222226,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
42,0.8914227567613124,62.36604938271605,0.9640772541364034,59.205555555555556,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
43,0.8816282525658607,62.925308641975306,0.9936347206433614,58.06666666666667,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
44,0.8845843210816383,62.73888888888889,0.9790824320581224,58.17777777777778,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
45,0.8773896411061287,63.09444444444444,1.0338298545943365,57.016666666666666,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
46,0.8796384237706661,62.90185185185185,1.0075588292545743,58.144444444444446,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
47,0.8738006994128227,63.220987654320986,0.9820037682851156,58.7,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
48,0.8758179835975171,63.23765432098765,0.9677860273255242,59.26111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
49,0.8689386516809463,63.35432098765432,1.0313272674878438,57.18888888888889,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
50,0.8731835499405861,63.166666666666664,0.978443808025784,58.92777777777778,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
51,0.8597699783742427,63.95802469135803,0.986732092168596,58.977777777777774,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
52,0.8596579186618328,63.93950617283951,0.9960823059082031,58.61666666666667,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
53,0.8627329140901565,63.84691358024691,1.01238038804796,57.48888888888889,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
54,0.8616083391010761,63.7679012345679,0.9948037597868178,57.91111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
55,0.8563059233129025,63.99012345679012,0.9838251935111152,58.55,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
56,0.8533721745014191,64.12716049382716,1.001926879088084,58.46666666666667,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
57,0.8491055727005005,64.35987654320988,0.98041213883294,59.46666666666667,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
58,0.8466332726180553,64.40987654320988,1.0010599427753024,58.327777777777776,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
59,0.8481723196804524,64.25925925925925,0.9738495614793565,59.272222222222226,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
60,0.849301140010357,64.39012345679012,0.9711853265762329,59.15555555555556,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
61,0.8460419923067093,64.51666666666667,0.9916069110234579,58.74444444444445,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
62,0.8420022144913674,64.60864197530864,1.0314723915523953,57.68888888888889,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
63,0.8487357497215271,64.3320987654321,0.9844769769244723,58.65555555555556,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
64,0.8400348253548146,64.6358024691358,0.9786408411131965,59.24444444444445,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
65,0.8372671976685524,64.89938271604939,0.9851347075568305,58.888888888888886,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
66,0.8348764337599277,64.99753086419753,1.018731349044376,56.65555555555556,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
67,0.8361652582883835,64.86604938271606,1.0504362185796101,57.28333333333333,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
68,0.8351637497544289,64.8395061728395,1.0320690605375502,56.19444444444444,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
69,0.8346632793545723,64.86913580246913,1.0028038024902344,58.51111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
70,0.8306350164115429,65.15308641975308,0.9824240936173333,58.99444444444445,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
71,0.8326321929693222,65.04691358024691,0.9925659563806322,59.26111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
72,0.8229560099542141,65.6179012345679,0.9835921062363518,59.01111111111111,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
73,0.8245679385960102,65.36913580246913,1.0322232908672757,58.03888888888889,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
74,0.8249132990837097,65.39567901234568,0.9937121073404948,58.84444444444444,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
75,0.820580480992794,65.63827160493827,0.9876158833503723,58.955555555555556,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
76,0.8176648214459419,65.79320987654322,1.008858899275462,57.9,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
77,0.8216703437268734,65.720987654321,0.9927045106887817,59.07222222222222,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
78,0.8181722171604633,65.67716049382716,1.0083828369776409,58.72222222222222,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
79,0.8166453301906585,65.75185185185185,1.013702028327518,57.94444444444444,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
80,0.8169986620545387,65.88395061728394,1.0225059456295438,58.05,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
81,0.8138390623033047,66.0179012345679,1.0829860236909654,55.75555555555555,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
82,0.8197161249816418,65.66728395061729,1.0275746583938599,57.85,RedNeuronalIntermedia,exp_2,0.0005,2048,400,57,59.46666666666667
