epoch,train_loss,train_acc,val_loss,val_acc,modelo,experimento,learning_rate,batch_size,epochs_total,mejor_epoch,mejor_val_accuracy
1,1.574836107170057,24.919135802469135,1.4145751727951899,34.51111111111111,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
2,1.3207483524046604,39.78950617283951,1.184597373008728,46.16111111111111,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
3,1.1617052757515098,48.10925925925926,1.1205319828457303,50.394444444444446,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
4,1.10026371778932,51.264197530864195,1.0975895192888048,51.15,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
5,1.0587346591289688,53.68395061728395,1.030442820654975,55.47222222222222,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
6,1.0241883472076752,55.64876543209876,1.0235138535499573,55.611111111111114,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
7,1.0077694088408031,56.54012345679013,1.066732472843594,53.45,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
8,0.9955609646983117,57.17777777777778,1.0062135722902086,57.227777777777774,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
9,0.977656288716778,58.169135802469135,0.9847810400856866,57.66111111111111,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
10,0.9595370153960942,59.1462962962963,0.9883804255061679,58.1,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
11,0.9518286739505312,59.48395061728395,1.0389930208524067,55.66111111111111,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
12,0.9490829713689456,59.5358024691358,0.9825592968198988,58.33888888888889,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
13,0.9340252066558262,60.46111111111111,0.973306010166804,59.016666666666666,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
14,0.9220693602501971,60.931481481481484,0.9655944241417779,59.17777777777778,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
15,0.9152926397773454,61.04753086419753,0.9936625858147939,58.266666666666666,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
16,0.9066663665591546,61.59444444444444,0.969399568107393,59.111111111111114,RedNeuronalAvanzada,exp_1,0.001,1024,100,34,59.26111111111111
