modelo,experimento,learning_rate,epochs_total,batch_size,mejor_epoch,mejor_val_accuracy,epoca,train_loss,train_accuracy,val_loss,val_accuracy,es_mejor_modelo
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,1,59.947145096000874,19.976954732510286,1.6094452963685089,20.05648148148148,True
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,2,1.6495217880449797,20.045164609053497,1.6094619980398215,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,3,1.6214441776275634,19.96954732510288,1.6094502626724962,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,4,1.6167106505444175,19.992901234567903,1.6094408788771,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,5,1.6130362814351131,20.01388888888889,1.609479546546936,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,6,1.6107997643320184,19.96502057613169,1.6094736929209728,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,7,1.6102106528533133,19.949897119341564,1.6094462972766947,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,8,1.6102675188215156,19.952057613168723,1.6094396991549798,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,9,1.6098789109681781,19.952880658436214,1.6094904193338357,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,10,1.6102318183999313,19.99043209876543,1.6094452828731176,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,11,1.6097419870527168,20.02746913580247,1.6094489232549127,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,12,1.6097471505717227,19.985185185185184,1.609439565325683,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,13,1.609624379559567,19.998456790123456,1.6094544822315,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,14,1.6095717817858646,19.990329218106996,1.6094498173245844,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,15,1.6100683671549747,20.007201646090536,1.6094405201246154,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,16,1.6095955606510766,19.975102880658437,1.6094516684424203,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,17,1.6104111239784642,19.957921810699588,1.6094636737175707,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,18,1.6115056050451178,19.9679012345679,1.6094396058118567,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,19,1.609455077146229,19.989506172839505,1.609458958202938,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,20,1.6124890676297639,19.966666666666665,1.6094474072726268,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,21,1.6111044186039976,19.953086419753088,1.6094788312911987,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,22,1.6094584112418326,19.941255144032922,1.6094511387483128,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,23,1.609461399254046,19.95576131687243,1.6094449589837272,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,24,1.6094493657664248,20.056893004115228,1.6094456011394285,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,25,1.6094551001097026,19.96502057613169,1.6094511331252332,19.974074074074075,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,26,1.6094819513120149,19.99701646090535,1.6094598185341313,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,27,1.609455115669652,20.015329218106995,1.6094452997423567,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,28,1.6096441503574974,20.031378600823047,1.6094406483308323,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,29,1.6094569635391236,19.904218106995884,1.6094477682743433,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,30,1.6094589051447417,19.95102880658436,1.6094412331311208,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,31,1.6114109051854988,19.981995884773664,1.6094429965289134,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,32,1.6133852632422196,20.038683127572018,1.6094676885964736,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,33,1.609455117551904,19.984567901234566,1.6094661613680281,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,34,1.6125524218458878,19.947427983539093,1.609440470641514,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,35,1.6094557878845617,19.919444444444444,1.6094360925116629,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,36,1.6111432124439038,19.958539094650206,1.609438473323606,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,37,1.6094533818646481,19.98909465020576,1.609434926284934,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,38,1.6094557527491922,19.96934156378601,1.6094593686877556,20.010185185185186,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,39,1.609456785729057,19.945884773662552,1.6094544248760871,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,40,1.609455093710046,19.964197530864197,1.6094662007295861,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,41,1.6094569866280806,19.941255144032922,1.6094651739552337,20.05648148148148,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,42,1.6094503243345963,20.05216049382716,1.6094733881500531,19.932407407407407,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,43,1.6210036343022396,19.945576131687243,1.6094359294423517,20.026851851851852,False
RedNeuronalSimple,exp_1,0.001,100,1024,1,20.05648148148148,44,1.6094551846855565,20.045061728395062,1.6094499826431274,19.974074074074075,False
